WorkerId,Input.sentence,Answer.taskAnswers
dalle,men playing volleyball in the sand .,outdoors/natural/body_of_water
dalle,a little boy playing in the water .,outdoors/natural/body_of_water
dalle,a blond dog and a black and white dog run in a dirt field .,outdoors/natural/field_forest
dalle,a person dressed in a tan jacket jumps a quad over a harvested cornfield in front of a small out building .,outdoors/man-made/work_education
dalle,girl wearing blue shirt and black shorts plays trumped outside .,outdoors/man-made/recreation
dalle,kids play around a statue bust outside .,outdoors/man-made/recreation
dalle,a woman is drinking a beverage in a busy cafe .,indoors/man-made/restaurant
dalle,"three children are playing outdoors , two of them on a metal barrel swing .",outdoors/man-made/recreation
dalle,two children swing in dusty rooftop from a swing made from a steel drum .,outdoors/man-made/domestic
dalle,"person leaning against the wall , next to a life size cartoon cut out .",outdoors/man-made/transportation_urban
dalle,two swimmers race in a pool with a red line between them .,indoors/man-made/recreation
dalle,an older couple passes by a young lady on the sidewalk .,outdoors/man-made/transportation_urban
dalle,three children are practicing martial arts in a gym .,indoors/man-made/recreation
dalle,a lady with short hair wearing a black jacket leaned against a lamp post outside a building .,outdoors/man-made/transportation_urban
dalle,a man perched on a row of aquariums is using a net to scoop a fish from another aquarium .,indoors/man-made/work_education
dalle,a dark-haired man is speaking into a microphone while another man is sitting beside him .,indoors/man-made/work_education
dalle,people pass each other on a busy city street while talking on their cellphones .,outdoors/man-made/transportation_urban
dalle,person with two ski poles skiing down a snowy hill .,outdoors/natural/mountain
dalle,"a man in a blue swimsuit and a red beanie kneels in the wet sand on the edge of a beach , making a sand castle that is as tall as he is when he is kneeling .",outdoors/natural/body_of_water
dalle,a black dog runs on green grass with its mouth open .,outdoors/man-made/recreation
dalle,decorated limo passing by elderly woman waiting on park bench in chinese street .,outdoors/man-made/transportation_urban
dalle,three people in various stages of swimming strokes race along colorful lane markers .,indoors/man-made/recreation
dalle,one dog is jumping at the lady while the other walks away .,outdoors/man-made/recreation
dalle,a motorcyclist on a red speed bike leans into a sharp turn .,outdoors/man-made/transportation_urban
dalle,a man is sitting on the street playing drums on buckets .,outdoors/man-made/transportation_urban
dalle,a lively adult karate practice at the dojo .,indoors/man-made/recreation
dalle,a red dog jumps to catch a tennis ball in the dry tall grass .,outdoors/natural/field_forest
dalle,the brown dog catches a ball in the air .,outdoors/man-made/recreation
dalle,the little girl swings in the backyard .,outdoors/man-made/domestic
dalle,"four young adults sit outside on a wooden deck near a building around a small round table , while another person stands on the edge of the deck , leaning on the wooden railing , with the sun shining on one of them and the rest of them are in the shade , two of them crossing their legs , one holding a cellphone out in front of himself and another holding a green and red soda can .",outdoors/man-made/domestic
dalle,a woman is having her foot examined by another woman in a run-down building .,indoors/man-made/domestic
dalle,a woman is holding a baby while another child stands by her side .,indoors/man-made/domestic
dalle,a gray dog is jumping toward a black and white dog in the snow .,outdoors/natural/field_forest
dalle,a black and white dog runs beside a brown dog in a green field .,outdoors/natural/field_forest
dalle,a dark-haired dark-skinned child sleeps in a chair while holding a blue zippered pack .,indoors/man-made/work_education
dalle,a man in a black shirt sitting next to a older women in a pink jacket on a train .,indoors/man-made/transportation_urban
dalle,a man grilling outside his house .,outdoors/man-made/domestic
dalle,a person wearing a construction uniform is leaning against a traffic light pole on the sidewalk .,outdoors/man-made/transportation_urban
dalle,a man is rowing a canoe on a lake .,outdoors/natural/body_of_water
dalle,a man in red shirt wearing sunglasses is leaning on the wall,outdoors/man-made/domestic
dalle,a handicapped person with one leg skiing down a mountain with other mountains in the background .,outdoors/natural/mountain
dalle,a woman is selling vegetables on the street .,outdoors/man-made/transportation_urban
dalle,two people are jumping on the side of a road with snow in the background .,outdoors/man-made/transportation_urban
dalle,street vendors are selling fruits and vegetables in a stand and in large baskets on the ground .,outdoors/man-made/transportation_urban
dalle,a man rows his boat below .,outdoors/natural/body_of_water
dalle,a terrier mix catches a frisbee in the air .,outdoors/natural/field_forest
dalle,"a man in a white polo shirt speaks into a microphone with a sign behind him that reads , truth !",indoors/man-made/work_education
dalle,two young people riding skateboards pass by in the street as a black dog on a red leash stops in a doorway and squats down on the sidewalk .,outdoors/man-made/transportation_urban
dalle,crowd waiting on main street subway platform for a train .,indoors/man-made/transportation_urban
dalle,four women are on stage singing .,indoors/man-made/recreation
dalle,two men drink beer at the bar in a restaurant .,indoors/man-made/restaurant
dalle,two women in white lab coats examine a dyed area on a cluster of cells using a projector .,indoors/man-made/work_education
dalle,two rows of dance students are practicing ballet moves against a pole in a studio .,indoors/man-made/recreation
dalle,white and black dog jumping over red-haired dog in grass .,outdoors/natural/field_forest
dalle,a smiling child wearing a hat and sunglasses sits in a car .,indoors/man-made/transportation_urban
dalle,a woman is using a ruler at a desk to mark a sheet of paper .,indoors/man-made/work_education
dalle,two dogs are catching blue frisbees in grass .,outdoors/natural/field_forest
dalle,a man is singing at a concert .,indoors/man-made/recreation
dalle,three young women and one young man singing in an auditorium .,indoors/man-made/recreation
dalle,a group of men in golden shirts singing in front of a microphone .,indoors/man-made/recreation
dalle,"a man wearing jeans , polo shirt and a baseball cap , fork in hand , is grilling meat outside in a fenced yard .",outdoors/man-made/domestic
dalle,vendors sell products at a farmers market .,outdoors/man-made/work_education
dalle,people examine books in a library .,indoors/man-made/work_education
dalle,a woman sits on a shoe store 's bench while putting a shoe onto her right foot .,indoors/man-made/work_education
dalle,"several people in the mid-ground sit on a bench along the side of a white building , while three people stand in a courtyard in front of the building .",outdoors/man-made/domestic
dalle,two girls are in a sack race .,outdoors/man-made/recreation
dalle,an orchestra of about <number> people are practicing on the stage of what appears to be an auditorium full of green chairs .,indoors/man-made/recreation
dalle,the man in the red shirt and flowery tie is sitting on a bus by the window .,indoors/man-made/transportation_urban
dalle,muzzled greyhounds are racing on the track .,outdoors/man-made/recreation
dalle,little girl skis on slope .,outdoors/natural/mountain
dalle,"two girls , both dressed in pink , swinging on sunlight day with the nearby trees casting random shadows on the remainder of the park like setting .",outdoors/man-made/recreation
dalle,"in a restaurant , a teenager drinks directly out of the metal milkshake serving cup .",indoors/man-made/restaurant
dalle,a man is enjoying meal and drink inside a restaurant .,indoors/man-made/restaurant
dalle,a man drives a truck while a child sits on his lap and steers .,indoors/man-made/transportation_urban
dalle,an asian man sells a hot confection from his stand in a crowded market .,outdoors/man-made/transportation_urban
dalle,a man singing in a very colorful environment .,indoors/man-made/recreation
dalle,people are rowing a boat in the water .,outdoors/natural/body_of_water
dalle,a man sleeps while listening to his ipod in the back of a vehicle .,indoors/man-made/transportation_urban
dalle,a greyhound races on the dirt .,outdoors/man-made/recreation
dalle,a man and a woman are examining produce at a market .,outdoors/man-made/transportation_urban
dalle,a man in a yellow jacket is skiing in the snow .,outdoors/natural/mountain
dalle,a man driving a small golf cart down a street with a crowd watching him on either side of the street .,outdoors/man-made/transportation_urban
dalle,group of women doing a presentation off an easel .,indoors/man-made/work_education
dalle,two dogs are nose to nose while a third dog stands next to them .,outdoors/man-made/recreation
dalle,man with gray hair wearing a suit is waiting in a subway tunnel .,indoors/man-made/transportation_urban
dalle,two men on motorcycles are driving down an empty street .,outdoors/man-made/transportation_urban
dalle,a runner in black is passing an outdoor florist shop .,outdoors/man-made/transportation_urban
dalle,"a crowd waits outside a subway train , ready to board .",indoors/man-made/transportation_urban
dalle,brown dog catches a pink ball in the park .,outdoors/man-made/recreation
dalle,two people on the subway are sleeping in the corner .,indoors/man-made/transportation_urban
dalle,two guys are rowing a canoe on a lake .,outdoors/natural/body_of_water
dalle,"a man driving a small , open vehicle with a green sign on the back of it in traffic .",outdoors/man-made/transportation_urban
dalle,three women and a man are drinking beer at a table .,outdoors/man-made/restaurant
dalle,a man wearing yellow swimming trunks kneeling by the ocean,outdoors/natural/body_of_water
dalle,a man with red pants is skiing downhill .,outdoors/natural/mountain
dalle,a spotted dog catching a ball on a snowy field .,outdoors/natural/field_forest
dalle,a chef speaks into a microphone about a mixed salad contained in a bowl with a decorative lid .,indoors/man-made/other_unclear
dalle,a woman is laying down on a sofa laughing .,indoors/man-made/domestic
dalle,three women speak to each other in a room with tan walls .,indoors/man-made/restaurant
dalle,stage dancers practicing their dance routines .,indoors/man-made/recreation
dalle,two furry light brown dogs lying on a hardwood floor .,indoors/man-made/domestic
dalle,a dog wearing a t-shirt is lying down .,indoors/man-made/domestic
dalle,a man is giving a presentation in front of three people .,indoors/man-made/work_education
dalle,all these people are enjoying a basement dance party .,indoors/man-made/recreation
dalle,a young boy wearing a dark blue hat sleeps on a bench at a terminal .,indoors/man-made/transportation_urban
dalle,an old woman is selling produce at a farmer 's market .,outdoors/man-made/transportation_urban
dalle,"a ruddy infant lies on a patterned sheet with his eyes closed , his mouth open , and his arm extended .",indoors/man-made/domestic
dalle,a man in a white shirt uses a blackboard as others sit at a table watching .,indoors/man-made/work_education
dalle,a man rowing in the front of a canoe in a large body of water .,outdoors/natural/body_of_water
dalle,a korean woman is enjoying a meal in a restaurant .,indoors/man-made/restaurant
dalle,a man grilling meat on an outdoor grilling pit .,outdoors/man-made/domestic
dalle,two girls and three boys are presenting in front of a dry erase board .,indoors/man-made/work_education
dalle,asian students are examining sheets of paper while standing in line .,indoors/man-made/work_education
dalle,a man in a dark shirt is making a presentation in front of a group .,indoors/man-made/work_education
dalle,four people in black shirts giving a presentation to a room full of people using a big projector image on the wall .,indoors/man-made/work_education
dalle,two women in black enjoying a lunch in a restaurant .,indoors/man-made/restaurant
dalle,a boy and girl child swing together on a swing set .,outdoors/man-made/recreation
dalle,an older man and women are using computers in a sort of storage room .,indoors/man-made/work_education
dalle,three girls or friends having drinks at a bar laughing .,indoors/man-made/restaurant
dalle,a well dressed young woman waits on a bench for the train while a man busy writing something waits nearby .,outdoors/man-made/transportation_urban
dalle,buff african american man waits for subway at wall street station .,indoors/man-made/transportation_urban
dalle,a man in a suit and tie in a fancy building is speaking at the podium .,indoors/man-made/other_unclear
dalle,"people swing on a red , metal amusement park ride in front of some trees .",outdoors/man-made/recreation
dalle,a man is using his computer while seated at a desk .,indoors/man-made/domestic
dalle,a man and woman enjoying dinner at a party .,indoors/man-made/restaurant
dalle,a group of people lie close together on a hardwood floor .,indoors/man-made/domestic
dalle,"an impoverished person , wearing a torn brown shirt and no shoes , is kneeling down along the banks of a trash infested body of water .",outdoors/natural/body_of_water
dalle,a woman with a peace symbol on her shirt grills vegetables,outdoors/man-made/domestic
dalle,a man grilling three pieces of salmon outside .,outdoors/man-made/recreation
dalle,a person drives around a futuristic looking vehicle while a man approaches and a crowd watches .,outdoors/man-made/transportation_urban
dalle,a brown dog running,outdoors/natural/field_forest
dalle,a child in a dress runs with a miniature orange soccer ball .,outdoors/man-made/recreation
dalle,a woman sleeps,indoors/man-made/domestic
dalle,a man is kneeling down with a child,outdoors/natural/field_forest
dalle,men playing volleyball,outdoors/natural/body_of_water
dalle,a little boy playing.,outdoors/man-made/recreation
dalle,a blond dog and a black and white dog run,outdoors/natural/field_forest
dalle,a person dressed in a tan jacket jumps a quad over a harvested cornfield,outdoors/man-made/work_education
dalle,girl wearing blue shirt and black shorts plays trumped .,outdoors/natural/field_forest
dalle,Kids play,outdoors/man-made/recreation
dalle,a woman is drinking a beverage,indoors/man-made/restaurant
dalle,three children are playing .,outdoors/man-made/recreation
dalle,two children swing from a swing made from a steel drum .,outdoors/natural/field_forest
dalle,Person leaning,outdoors/man-made/other_unclear
dalle,two swimmers race with a red line .,indoors/man-made/recreation
dalle,an older couple passes by a young lady,outdoors/man-made/recreation
dalle,three children are practicing martial arts.,indoors/man-made/recreation
dalle,a lady with short hair wearing a black jacket leaned .,indoors/man-made/domestic
dalle,a man perched is using a net to scoop a fish from another aquarium .,indoors/man-made/work_education
dalle,a dark-haired man is speaking into a microphone while another man is sitting .,indoors/man-made/work_education
dalle,people pass each other while talking on their cellphones .,outdoors/man-made/transportation_urban
dalle,person with two ski poles skiing down .,outdoors/natural/mountain
dalle,a man in a blue swimsuit and a red beanie kneels making a sand castle that is as tall as he is when he is kneeling .,outdoors/natural/body_of_water
dalle,a black dog runs with his mouth open,outdoors/natural/field_forest
dalle,decorated limo passing by elderly woman waiting on park bench .,outdoors/man-made/transportation_urban
dalle,three people in various stages of swimming strokes race,indoors/man-made/recreation
dalle,one dog is jumping at the lady while the other walks,outdoors/man-made/recreation
dalle,a motorcyclist on a red speed bike leans .,outdoors/man-made/transportation_urban
dalle,a man is sitting playing drums on buckets .,outdoors/man-made/transportation_urban
dalle,a lively adult karate practice,indoors/man-made/recreation
dalle,a red dog jumps to catch a tennis ball .,outdoors/natural/field_forest
dalle,The brown dog catches a ball.,outdoors/man-made/recreation
dalle,the little girl swings.,outdoors/man-made/recreation
dalle,four young adults sit,outdoors/man-made/recreation
dalle,a woman is having her foot examined by another woman,indoors/man-made/work_education
dalle,a woman is holding a baby while another child stands .,indoors/man-made/domestic
dalle,a gray dog is jumping toward a black and white dog.,outdoors/natural/field_forest
dalle,a black and white dog runs.,outdoors/natural/field_forest
dalle,a dark-haired dark-skinned child sleeps while holding a blue zippered pack .,indoors/man-made/domestic
dalle,a man in a black shirt sitting,indoors/man-made/domestic
dalle,a man grilling,outdoors/man-made/domestic
dalle,a person wearing a construction uniform is leaning.,outdoors/man-made/transportation_urban
dalle,a man is rowing a canoe.,outdoors/natural/body_of_water
dalle,a man in red shirt wearing sunglasses is leaning,outdoors/man-made/transportation_urban
dalle,a handicapped person with one leg skiing down with other mountains .,outdoors/natural/mountain
dalle,a woman is selling vegetables .,outdoors/man-made/transportation_urban
dalle,two people are jumping with snow .,outdoors/natural/mountain
dalle,vendors are selling fruits and vegetables,outdoors/man-made/transportation_urban
dalle,a man rows his boat .,outdoors/natural/body_of_water
dalle,a terrier mix catches a frisbee.,outdoors/man-made/recreation
dalle,"a man in a white polo shirt speaks with a sign that reads , truth !",outdoors/man-made/transportation_urban
dalle,two young people riding skateboards pass by in the street as a black dog on a red leash stops and squats down.,outdoors/man-made/transportation_urban
dalle,crowd waiting for a train .,outdoors/man-made/transportation_urban
dalle,four women are singing .,indoors/man-made/recreation
dalle,two men drink beer .,outdoors/man-made/restaurant
dalle,two women in white lab coats examine a dyed area using a projector .,indoors/man-made/work_education
dalle,two rows of dance students are practicing ballet moves against a pole.,indoors/man-made/recreation
dalle,white and black dog jumping over red-haired dog .,outdoors/natural/field_forest
dalle,a smiling child wearing a hat and sunglasses sits.,outdoors/man-made/recreation
dalle,a woman is using a ruler to mark a sheet of paper .,indoors/man-made/work_education
dalle,two dogs are catching blue frisbees.,outdoors/man-made/recreation
dalle,a man is singing.,indoors/man-made/recreation
dalle,three young women and one young man singing.,indoors/man-made/recreation
dalle,a group of men in golden shirts singing.,indoors/man-made/recreation
dalle,"a man wearing jeans , polo shirt and a baseball cap , fork , is grilling meat .",outdoors/man-made/domestic
dalle,vendors sell products.,outdoors/man-made/transportation_urban
dalle,people examine books.,indoors/man-made/work_education
dalle,a woman sits while putting a shoe onto her right foot .,indoors/man-made/work_education
dalle,several people sit,indoors/man-made/other_unclear
dalle,two girls are in a race .,outdoors/man-made/recreation
dalle,an orchestra of about <number> people are practicing,indoors/man-made/recreation
dalle,the man in the red shirt and flowery tie is sitting.,indoors/man-made/work_education
dalle,muzzled greyhounds are racing.,outdoors/man-made/recreation
dalle,little girl skis.,outdoors/natural/mountain
dalle,"two girls , both dressed in pink , swinging on sunlight day with the trees casting random shadows on the remainder of the park like setting .",outdoors/man-made/recreation
dalle,a teenager drinks directly out of the metal milkshake serving cup .,indoors/man-made/restaurant
dalle,a man is enjoying meal and drink .,indoors/man-made/restaurant
dalle,a man drives a truck while a child sits and steers .,indoors/man-made/transportation_urban
dalle,an asian man sells a hot confection.,outdoors/man-made/transportation_urban
dalle,a man singing.,indoors/man-made/recreation
dalle,people are rowing a boat .,outdoors/natural/body_of_water
dalle,a man sleeps while listening to his ipod.,indoors/man-made/domestic
dalle,a greyhound races.,outdoors/man-made/recreation
dalle,a man and a woman are examining produce.,outdoors/man-made/transportation_urban
dalle,a man in a yellow jacket is skiing.,outdoors/natural/mountain
dalle,a man driving a small golf cart with a crowd watching.,outdoors/man-made/transportation_urban
dalle,group of women doing a presentation .,indoors/man-made/work_education
dalle,two dogs are nose to nose while a third dog stands .,outdoors/man-made/recreation
dalle,man with gray hair wearing a suit is waiting.,indoors/man-made/work_education
dalle,two men on motorcycles are driving down .,outdoors/man-made/transportation_urban
dalle,a runner in black is passing a florist shop .,outdoors/man-made/transportation_urban
dalle,"a crowd waits, ready to board .",outdoors/man-made/transportation_urban
dalle,brown dog catches a pink ball.,outdoors/man-made/recreation
dalle,two people are sleeping .,indoors/man-made/domestic
dalle,two guys are rowing a canoe.,outdoors/natural/body_of_water
dalle,"a man driving a small , open vehicle with a green sign .",outdoors/man-made/transportation_urban
dalle,three women and a man are drinking beer .,outdoors/man-made/restaurant
dalle,a man wearing yellow swimming trunks kneeling,outdoors/natural/body_of_water
dalle,a man with red pants is skiing .,outdoors/natural/mountain
dalle,a spotted dog catching a ball.,outdoors/man-made/domestic
dalle,a chef speaks into a microphone about a mixed salad contained .,indoors/man-made/restaurant
dalle,a woman is laying down laughing .,indoors/man-made/domestic
dalle,three women speak to each other.,outdoors/man-made/recreation
dalle,dancers practicing their dance routines .,indoors/man-made/recreation
dalle,two furry light brown dogs lying.,indoors/man-made/domestic
dalle,a dog wearing a t-shirt is lying.,indoors/man-made/domestic
dalle,a man is giving a presentation.,indoors/man-made/work_education
dalle,all these people are enjoying a dance party .,indoors/man-made/recreation
dalle,a young boy wearing a dark blue hat sleeps.,indoors/man-made/domestic
dalle,an old woman is selling produce.,outdoors/man-made/transportation_urban
dalle,"a ruddy infant lies with his eyes closed , his mouth open , and his arm extended .",indoors/man-made/domestic
dalle,a man in a white shirt uses a blackboard as others sit watching .,indoors/man-made/work_education
dalle,a man rowing.,outdoors/natural/body_of_water
dalle,a korean woman is enjoying a meal.,indoors/man-made/restaurant
dalle,a man grilling meat.,outdoors/man-made/domestic
dalle,two girls and three boys are presenting.,indoors/man-made/work_education
dalle,asian students are examining sheets of paper while standing .,indoors/man-made/work_education
dalle,a man in a dark shirt is making a presentation.,indoors/man-made/work_education
dalle,four people in black shirts giving a presentation to a room full of people using a big projector image .,indoors/man-made/work_education
dalle,two women in black enjoying a lunch.,outdoors/man-made/restaurant
dalle,a boy and girl child swing together .,outdoors/man-made/recreation
dalle,an older man and women are using computers.,indoors/man-made/work_education
dalle,three girls or friends having drinks laughing .,outdoors/man-made/restaurant
dalle,a well dressed young woman waits for the train while a man busy writing something .,outdoors/man-made/transportation_urban
dalle,buff african american man waits for subway.,indoors/man-made/transportation_urban
dalle,a man in a suit and tie is speaking.,indoors/man-made/work_education
dalle,"people swing on a red , metal amusement park ride.",outdoors/man-made/recreation
dalle,a man is using his computer while seated.,indoors/man-made/domestic
dalle,a man and woman enjoying dinner.,indoors/man-made/domestic
dalle,a group of people lie close together.,indoors/man-made/domestic
dalle,"an impoverished person , wearing a torn brown shirt and no shoes , is kneeling down .",indoors/man-made/other_unclear
dalle,a woman with a peace symbol grills vegetables,outdoors/man-made/domestic
dalle,a man grilling three pieces of salmon.,outdoors/man-made/domestic
midjourney,a person drives around a futuristic looking vehicle while a man approaches her and a crowd watches .,outdoors/man-made/transportation_urban
midjourney,a brown dog running on a lawn near a garden hose,outdoors/man-made/domestic
midjourney,a child in a dress runs through the yard with a miniature orange soccer ball in her hand .,outdoors/man-made/domestic
midjourney,a woman sleeps under a blue and white blanket in a car .,indoors/man-made/transportation_urban
midjourney,a man is kneeling down with a child on a beach where bright blue and red boats are stationed in the background .,outdoors/natural/body_of_water
midjourney,men playing volleyball in the sand .,outdoors/natural/body_of_water
midjourney,a little boy playing in the water .,outdoors/natural/body_of_water
midjourney,a blond dog and a black and white dog run in a dirt field .,outdoors/man-made/recreation
