caption,url,probs
a man in a black shirt sitting,https://derrickversion5.s3.amazonaws.com/flux_finalized/00040-2947333872.png,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 6, 0, 0, 0, 0]"
a man grilling,https://derrickversion5.s3.amazonaws.com/flux_finalized/00041-485948297.png,"[0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]"
a person wearing a construction uniform is leaning.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00042-50448645.png,"[2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2]"
a man is rowing a canoe.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00043-4141176132.png,"[0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man in red shirt wearing sunglasses is leaning,https://derrickversion5.s3.amazonaws.com/flux_finalized/00044-907896610.png,"[2, 0, 0, 0, 0, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0]"
a handicapped person with one leg skiing down with other mountains .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00045-1949646374.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0]"
a woman is selling vegetables .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00046-1614265194.png,"[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
two people are jumping with snow .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00047-1991259086.png,"[0, 0, 0, 0, 6, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
vendors are selling fruits and vegetables,https://derrickversion5.s3.amazonaws.com/flux_finalized/00048-3505002808.png,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0]"
a man rows his boat .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00049-704250136.png,"[0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a terrier mix catches a frisbee.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00050-2123872095.png,"[0, 4, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"a man in a white polo shirt speaks with a sign that reads, truth !",https://derrickversion5.s3.amazonaws.com/flux_finalized/00051-2822722039.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0]"
two young people riding skateboards pass by in the street as a black dog on a red leash stops and squats down.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00052-2060332617.png,"[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
crowd waiting for a train .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00053-215520152.png,"[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
four women are singing .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00054-1212660078.png,"[0, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two men drink beer .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00055-3615744699.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0]"
two women in white lab coats examine a dyed area using a projector .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00056-519883407.png,"[0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two rows of dance students are practicing ballet moves against a pole.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00057-274851112.png,"[0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
white and black dog jumping over red-haired dog .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00058-2320144491.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0]"
a smiling child wearing a hat and sunglasses sits.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00059-2589216742.png,"[0, 4, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a woman is using a ruler to mark a sheet of paper .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00061-2169634037.png,"[0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two dogs are catching blue frisbees.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00062-1548775877.png,"[0, 2, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man is singing.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00063-1023396466.png,"[0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
three young women and one young man singing.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00064-3581648536.png,"[0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
a group of men in golden shirts singing.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00065-2076749843.png,"[0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"a man wearing jeans , polo shirt and a baseball cap , fork , is grilling meat .",https://derrickversion5.s3.amazonaws.com/flux_finalized/00066-3427256326.png,"[0, 2, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0]"
vendors sell products.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00067-2293476452.png,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0]"
people examine books.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00068-1504370063.png,"[0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a woman sits while putting a shoe onto her right foot .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00069-3887896044.png,"[0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
several people sit,https://derrickversion5.s3.amazonaws.com/flux_finalized/00070-1335837484.png,"[0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two girls are in a race .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00071-4217257633.png,"[2, 4, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
an orchestra of about <number> people are practicing,https://derrickversion5.s3.amazonaws.com/flux_finalized/00072-1328011629.png,"[0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
the man in the red shirt and flowery tie is sitting.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00073-1600930543.png,"[0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
muzzled greyhounds are racing.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00074-2498047347.png,"[0, 6, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
little girl skis.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00075-668836860.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0]"
"two girls , both dressed in pink , swinging on sunlight day with the trees casting random shadows on the remainder of the park like setting .",https://derrickversion5.s3.amazonaws.com/flux_finalized/00076-1614771519.png,"[0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]"
a teenager drinks directly out of the metal milkshake serving cup .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00077-3634355751.png,"[0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]"
a man is enjoying meal and drink .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00078-4216483520.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0]"
a man drives a truck while a child sits and steers .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00079-2976762510.png,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
an asian man sells a hot confection.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00080-1245594417.png,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0]"
a man singing.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00081-800399774.png,"[0, 0, 6, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
people are rowing a boat .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00082-4185426958.png,"[0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man sleeps while listening to his ipod.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00083-1331077084.png,"[0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a greyhound races.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00084-3793983365.png,"[0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man and a woman are examining produce.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00085-1563161411.png,"[0, 0, 0, 0, 0, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man in a yellow jacket is skiing.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00086-2854934707.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0]"
a man driving a small golf cart with a crowd watching.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00087-1715999384.png,"[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
group of women doing a presentation .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00088-2176705410.png,"[0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two dogs are nose to nose while a third dog stands .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00089-3771561046.png,"[0, 6, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
man with gray hair wearing a suit is waiting.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00090-2942167462.png,"[0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two men on motorcycles are driving down .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00091-1568811581.png,"[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a runner in black is passing a florist shop .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00092-1523971369.png,"[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"a crowd waits, ready to board .",https://derrickversion5.s3.amazonaws.com/flux_finalized/00093-1135151359.png,"[0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
brown dog catches a pink ball.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00094-776617146.png,"[0, 2, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two people are sleeping .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00095-4254873473.png,"[0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two guys are rowing a canoe.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00096-2617111060.png,"[0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"a man driving a small , open vehicle with a green sign .",https://derrickversion5.s3.amazonaws.com/flux_finalized/00097-1597292621.png,"[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
three women and a man are drinking beer .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00098-2096242768.png,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6]"
a man wearing yellow swimming trunks kneeling,https://derrickversion5.s3.amazonaws.com/flux_finalized/00099-1772674774.png,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 6, 0, 0, 0, 0]"
a man with red pants is skiing .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00100-3701577786.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0]"
a spotted dog catching a ball.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00101-3909638387.png,"[0, 6, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a chef speaks into a microphone about a mixed salad contained .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00102-335863584.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0]"
a woman is laying down laughing .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00103-3414158353.png,"[0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
three women speak to each other.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00104-2082107189.png,"[0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
dancers practicing their dance routines .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00105-4165589863.png,"[0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two furry light brown dogs lying.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00106-405318408.png,"[0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a dog wearing a t-shirt is lying.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00107-3844114133.png,"[0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man is giving a presentation.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00108-1284725369.png,"[0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
all these people are enjoying a dance party .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00109-2559010307.png,"[0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a young boy wearing a dark blue hat sleeps.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00110-3395332724.png,"[0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
an old woman is selling produce.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00111-1437358180.png,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0]"
"a ruddy infant lies with his eyes closed , his mouth open , and his arm extended .",https://derrickversion5.s3.amazonaws.com/flux_finalized/00112-75688043.png,"[0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
a man in a white shirt uses a blackboard as others sit watching .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00113-3236394876.png,"[0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man rowing.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00114-1490474995.png,"[0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a korean woman is enjoying a meal.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00115-957414650.png,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
a man grilling meat.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00116-1749331656.png,"[0, 2, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]"
two girls and three boys are presenting.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00117-2503908616.png,"[0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
asian students are examining sheets of paper while standing .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00118-3157599220.png,"[0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man in a dark shirt is making a presentation.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00119-285446170.png,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 6, 0, 0, 0, 0]"
four people in black shirts giving a presentation to a room full of people using a big projector image .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00120-4128467630.png,"[0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two women in black enjoying a lunch.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00121-1829916244.png,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
a boy and girl child swing together .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00122-929599261.png,"[0, 2, 0, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]"
an older man and women are using computers.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00123-4033052134.png,"[0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
three girls or friends having drinks laughing .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00124-2398347319.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0]"
a well dressed young woman waits for the train while a man busy writing something .,https://derrickversion5.s3.amazonaws.com/flux_finalized/00125-3312579217.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0]"
buff african american man waits for subway.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00126-166124780.png,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
a man in a suit and tie is speaking.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00127-663165899.png,"[0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
"people swing on a red , metal amusement park ride.",https://derrickversion5.s3.amazonaws.com/flux_finalized/00128-3943720626.png,"[0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man is using his computer while seated.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00129-3072084914.png,"[0, 0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man and woman enjoying dinner.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00130-1922693547.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0]"
a group of people lie close together.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00131-366016842.png,"[0, 2, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"an impoverished person , wearing a torn brown shirt and no shoes , is kneeling down .",https://derrickversion5.s3.amazonaws.com/flux_finalized/00132-4036362978.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 0]"
a woman with a peace symbol grills vegetables,https://derrickversion5.s3.amazonaws.com/flux_finalized/00133-1914529728.png,"[0, 2, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0]"
a man grilling three pieces of salmon.,https://derrickversion5.s3.amazonaws.com/flux_finalized/00134-1212596683.png,"[0, 2, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0]"
